1.00E+02,9.83E+01,9.48E+01,9.30E+01,9.65E+01,96.52 
9.83E+01,1.00E+02,9.83E+01,1.00E+02,1.00E+02,99.31 
9.83E+01,1.00E+02,1.00E+02,1.00E+02,1.00E+02,99.66 
9.66E+01,9.31E+01,8.62E+01,8.25E+01,8.77E+01,89.21 
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,100.00 
9.31E+01,9.83E+01,9.66E+01,1.00E+02,9.30E+01,96.18 
9.83E+01,9.83E+01,1.00E+02,9.65E+01,9.65E+01,97.91 
9.83E+01,1.00E+02,9.66E+01,9.82E+01,1.00E+02,98.61 
9.48E+01,1.00E+02,9.66E+01,9.82E+01,9.47E+01,96.87 
9.48E+01,1.00E+02,9.48E+01,8.95E+01,9.82E+01,95.47 
8.79E+01,8.97E+01,8.79E+01,8.25E+01,8.77E+01,87.14 
9.31E+01,9.14E+01,9.66E+01,9.47E+01,9.47E+01,94.10 
1.00E+02,1.00E+02,9.83E+01,9.82E+01,1.00E+02,99.30 
9.83E+01,9.83E+01,9.83E+01,1.00E+02,9.82E+01,98.61 
9.83E+01,9.83E+01,9.83E+01,9.82E+01,9.82E+01,98.26 
1.00E+02,1.00E+02,1.00E+02,1.00E+02,1.00E+02,100.00 
9.69E+01,9.78E+01,9.64E+01,9.57E+01,9.66E+01,96.70 
